feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,target_variable
0.0,471.4,3.31,53.72,0.0,7.39,2.39,6.38,6.88,1.53,145.39,9.86,1.7,2.21,0.28,7.39,7.08,11.19,0.3,0.07,0.0,53.72,1.07,144.29,0.0,0.13,1.35,1.35,0.8953488372093023
1.46,421.56,2.02,212.65,2.38,2.3,3.1,2.24,7.75,0.29,122.64,6.36,0.53,0.72,0.06,10.23,2.42,56.33,0.17,0.02,421.56,161.25,2.38,62.23,0.61,0.08,,,-0.6815286624203821
1.36,455.82,1.45,3.4,2.93,2.3,1.48,1.59,1.66,0.1,53.58,14.08,0.1,1.51,0.01,2.3,1.65,313.89,0.5,0.02,455.82,3.4,3.09,115.55,0.1,,,,-0.825
,804.15,6.18,0.0,0.0,0.0,8.99,0.0,5.49,1.07,88.09,25.57,0.0,4.02,,3.24,0.0,37.33,0.24,,0.0,352.03,3.27,,,,,,
1.19,156.87,0.85,283.0,1.9,2.3,0.88,2.1,4.44,0.08,145.35,3.22,0.61,0.88,0.06,2.3,2.28,151.39,0.32,0.03,156.87,283.0,1.99,37.06,6.01,0.04,0.8600000000000001,0.8600000000000001,0.08450704225352121
1.24,237.61,0.84,202.15,1.84,2.3,0.93,2.06,3.73,0.4,142.94,10.08,0.9,0.66,0.04,2.3,2.25,170.49,0.1,0.03,237.61,202.15,1.94,59.37,4.0,0.06,0.8099999999999999,0.8099999999999999,0.0
1.2,180.58,0.88,276.42,1.71,2.3,0.88,2.14,4.8,0.16,144.76,6.26,0.83,1.15,0.06,2.3,2.33,214.3,0.14,0.03,180.58,276.42,1.79,41.07,5.82,0.03,1.14,1.14,-0.01020408163265307
0.66,88.64,1.81,249.0,0.34,2.12,2.56,2.92,6.11,0.9,338.01,7.45,0.13,1.77,0.11,2.12,3.32,70.73,0.07,0.12,88.64,249.0,0.2,14.96,3.57,0.08,0.75,0.75,-0.2067039106145252
0.59,57.7,0.89,248.46,0.29,2.12,1.15,3.01,5.73,0.74,268.3,6.32,0.12,1.16,0.16,2.12,3.45,122.79,0.03,0.09,57.7,248.46,0.25,20.71,5.24,0.02,0.9099999999999999,0.9099999999999999,-0.1513157894736842
1.35,211.17,1.04,162.71,0.04,3.68,1.03,3.21,4.72,0.73,354.94,4.6,0.39,0.92,0.1,3.68,3.69,43.45,-0.37,0.04,211.17,162.71,0.07,45.76,7.02,0.01,0.7399999999999999,0.7399999999999999,-0.15079365079365076
1.48,242.05,4.54,180.26,0.17,3.94,4.26,3.26,8.44,1.29,214.85,11.03,0.43,1.06,0.12,3.94,3.86,47.29,0.03,0.1,242.05,180.26,0.3,6.56,4.1,0.06,2.3,2.3,0.05405405405405398
1.44,208.01,0.89,276.72,0.05,3.68,0.92,3.3,5.5,0.54,256.27,5.59,0.08,0.61,0.11,3.68,3.87,26.73,0.13,0.05,208.01,276.72,0.05,21.69,9.9,0.0,1.0899999999999999,1.0899999999999999,-0.1984126984126984
1.47,521.0,1.8,84.89,2.54,2.3,2.48,2.28,6.61,0.23,115.14,6.3,0.52,2.27,0.05,10.23,2.46,110.9,0.07,0.02,500.0,84.89,2.58,97.6,0.0,0.1,0.72,0.72,-0.7105263157894737
1.52,569.4,2.32,106.08,1.57,2.3,2.48,2.25,7.75,1.02,109.4,5.04,1.52,1.4,0.05,10.23,2.43,34.39,0.39,0.02,500.0,106.08,1.57,77.99,0.0,0.04,1.12,1.12,-0.06000000000000005
1.53,560.4,4.63,132.38,1.14,2.3,4.51,2.25,8.17,1.24,107.71,4.07,1.91,1.6,0.06,10.23,2.42,24.34,-0.39,0.02,500.0,132.38,1.15,71.36,0.0,0.04,1.2699999999999998,1.2699999999999998,0.24000000000000007
,404.8,16.05,119.78,0.0,16.49,19.2,11.98,8.81,0.53,74.28,5.35,1.62,4.27,0.29,16.49,11.12,57.27,-1.55,0.28,0.0,119.78,2.18,14.12,0.0,0.47,0.6299999999999999,0.6299999999999999,1.4800000000000002
,448.27,7.99,72.2,0.0,33.74,10.64,26.74,26.95,1.94,97.14,5.62,2.13,0.77,0.55,33.74,31.74,31.65,0.08,0.15,0.0,72.2,0.02,30.98,0.0,0.22,1.79,1.79,0.32124352331606215
0.0,443.37,6.02,70.79,0.0,33.74,10.06,23.17,12.49,0.86,23.55,8.61,0.67,0.83,0.38,33.74,26.51,31.9,0.22,0.14,0.0,70.79,0.04,96.07,0.0,,1.42,1.42,-0.35051546391752575
0.0,426.67,14.01,78.88,0.0,33.74,15.24,28.9,24.28,2.61,75.2,14.77,2.6,6.88,0.57,33.74,32.38,27.65,1.22,0.14,0.0,78.88,1.12,66.88,0.0,0.77,1.7300000000000002,1.7300000000000002,0.5699481865284973
,308.92,9.74,140.55,0.0,16.49,9.88,9.73,7.88,0.26,100.14,11.42,1.24,2.94,0.36,16.49,9.17,32.9,1.44,0.25,0.0,140.55,2.98,15.78,0.0,0.16,0.9400000000000001,0.9400000000000001,0.11999999999999995
0.0,359.73,4.73,146.28,0.0,4.34,4.51,4.55,5.38,0.59,89.67,16.28,1.03,4.38,0.45,4.34,5.13,72.97,1.29,0.19,0.0,146.28,1.85,121.77,0.0,,1.0499999999999998,1.0499999999999998,-0.78125
0.0,614.51,14.37,0.0,0.0,0.0,9.62,0.0,4.56,1.45,74.97,11.5,0.0,5.73,,0.35,0.0,63.72,-1.08,,0.0,250.78,3.63,,,,,,
0.0,550.43,4.09,0.0,0.0,0.0,5.67,0.0,4.08,0.69,88.62,7.07,0.0,1.22,,0.35,0.0,47.64,0.13,,0.0,191.92,2.88,,,0.09,,,
1.36,499.82,3.18,219.57,1.77,2.3,3.83,1.94,3.44,0.77,112.07,5.5,1.18,0.85,0.02,2.3,2.08,58.38,-0.07,0.04,498.2,219.57,1.97,54.39,0.0,0.13,0.49,0.49,-0.3878504672897196
2.05,181.85,1.67,188.93,0.79,3.34,1.59,3.53,6.04,0.78,229.13,7.44,0.17,1.74,0.23,3.34,4.3,303.3,0.11,0.06,181.85,188.93,0.68,12.83,8.3,0.06,2.55,2.55,-0.24852071005917156
2.65,310.18,1.51,54.69,0.38,1.14,3.33,2.45,3.75,0.69,226.51,6.36,0.1,1.11,0.31,1.14,2.64,99.76,0.09,0.06,310.18,54.69,0.22,44.08,5.39,0.01,3.61,3.61,-0.32727272727272716
2.65,288.94,1.6,56.82,0.41,1.14,2.14,2.3,3.69,0.69,214.1,6.25,0.05,1.19,0.35,1.14,2.45,104.63,0.31,0.06,288.94,56.82,0.14,43.68,6.41,0.04,3.3900000000000006,3.3900000000000006,-0.3121212121212121
5.89,480.23,1.97,206.86,0.65,5.72,1.75,3.91,5.27,0.33,323.97,7.7,0.44,2.45,0.14,5.72,4.9,166.58,0.13,0.08,500.0,206.86,1.71,17.16,0.0,0.04,3.29,3.29,-0.4807692307692307
6.14,457.87,1.82,197.06,0.32,5.72,1.76,3.97,5.29,0.67,280.0,6.87,0.81,0.84,0.14,5.72,4.98,157.37,0.09,0.09,500.0,197.06,1.42,17.74,0.0,0.08,3.41,3.41,-0.28676470588235303
5.37,349.16,1.21,29.69,0.73,3.28,1.44,2.49,3.5,0.52,245.63,3.49,0.58,0.53,0.12,3.28,3.37,44.53,0.18,0.05,349.16,29.69,0.97,38.82,1.54,0.02,3.44,3.44,-0.4682539682539682
2.01,271.0,1.51,192.09,0.24,4.47,1.4,3.52,4.74,0.53,278.02,9.65,0.43,2.43,0.19,4.09,4.25,105.89,0.28,0.03,271.0,192.09,0.16,92.98,5.55,0.27,1.3399999999999999,1.3399999999999999,-0.3085106382978723
2.15,266.87,1.83,244.17,0.32,4.47,1.51,3.54,4.92,0.49,323.82,7.57,0.37,2.43,0.2,4.47,4.32,146.0,-0.28,0.03,266.87,244.17,0.22,73.68,5.67,0.2,1.6900000000000002,1.6900000000000002,-0.3404255319148936
5.06,564.29,1.43,365.48,0.92,5.03,1.78,3.84,5.11,0.05,251.93,5.86,0.29,0.66,0.14,5.03,4.75,51.7,-0.13,0.08,500.0,365.48,2.04,8.57,0.0,0.03,2.55,2.55,-1.0
0.89,141.42,2.52,313.05,0.41,1.97,3.17,2.29,5.76,1.08,315.35,8.08,0.78,1.43,0.79,2.12,2.51,50.21,0.23,0.14,161.85,236.48,0.09,9.83,3.41,0.06,0.4099999999999999,0.4099999999999999,-0.17582417582417587
0.93,149.78,3.03,430.02,0.71,1.83,3.75,1.76,5.89,1.47,302.91,5.8,2.07,3.94,0.91,2.12,1.85,39.93,0.71,0.18,196.67,246.14,0.43,4.11,3.69,0.17,0.18999999999999995,0.18999999999999995,0.08602150537634404
2.72,349.17,1.75,192.13,1.76,3.59,1.57,3.05,5.36,1.63,281.4,5.68,1.39,2.31,0.14,3.59,3.26,61.85,0.14,0.04,349.17,192.13,1.04,38.28,3.55,0.04,1.32,1.32,-0.15315315315315328
0.0,505.39,3.59,95.61,0.0,10.23,3.98,9.62,9.41,1.2,172.5,10.36,1.14,5.39,0.08,10.23,10.3,8.75,-0.16,0.11,0.0,95.61,0.38,86.34,0.0,,0.7,0.7,0.007462686567164185
0.0,549.23,2.68,191.03,0.0,10.23,3.82,9.43,8.45,1.32,172.2,12.58,1.42,3.16,0.08,10.23,10.26,27.89,1.24,0.19,0.0,191.03,2.88,62.45,0.0,,,,-1.0
1.1,40.54,1.44,271.99,0.65,2.3,1.7,2.13,5.28,0.54,125.62,7.94,1.18,2.09,0.12,0.35,2.3,111.43,0.15,0.05,40.54,271.99,0.68,8.63,9.48,0.1,0.7800000000000002,0.7800000000000002,0.1582278481012658
1.28,311.82,1.7,199.98,2.97,2.3,3.24,1.98,3.5,0.65,159.54,8.35,0.15,1.01,0.03,2.3,2.16,90.42,0.17,0.03,311.82,199.98,3.11,56.84,2.19,0.05,,,-1.0
1.48,250.9,2.05,98.26,0.51,2.3,3.18,2.18,7.22,1.73,215.45,6.89,1.38,0.74,0.1,10.23,2.35,64.83,-0.14,0.04,250.9,98.26,0.64,10.79,6.74,0.05,3.42,3.42,0.037499999999999895
1.26,280.75,1.08,165.35,2.09,2.3,0.93,2.02,3.36,0.29,160.68,6.5,0.73,1.19,0.03,2.3,2.21,166.41,-0.14,0.03,280.75,165.35,2.21,69.25,2.94,0.03,0.75,0.75,0.14084507042253536
1.31,380.33,1.11,160.15,2.99,2.3,1.57,1.92,3.12,0.46,161.44,7.03,0.09,0.63,0.02,2.3,2.09,112.43,0.19,0.03,380.33,160.15,3.16,69.2,0.87,0.05,,,-1.0
2.3,274.42,1.74,277.46,0.35,4.47,1.57,3.53,5.0,0.52,367.18,6.69,0.36,1.94,0.2,4.47,4.33,112.14,0.11,0.03,274.42,277.46,0.14,61.93,5.51,0.08,1.9,1.9,-0.3404255319148936
6.36,220.76,1.23,173.72,1.03,3.28,1.38,3.4,5.31,0.55,297.62,5.42,0.02,0.84,0.37,3.28,4.3,213.38,0.26,0.05,220.76,173.72,1.02,36.24,5.15,0.04,3.3,3.3,-0.6333333333333334
1.87,114.61,2.36,260.95,0.56,1.83,1.7,1.75,3.99,1.49,53.44,38.41,1.7,2.34,0.17,1.83,1.85,57.26,0.98,0.14,114.61,260.95,0.42,43.36,14.81,,0.3500000000000001,0.3500000000000001,0.05291005291005296
1.31,134.01,1.06,215.27,0.28,1.83,1.7,1.75,3.67,0.47,53.55,6.54,0.66,0.85,0.15,1.83,1.84,83.38,0.23,0.12,134.01,215.27,0.46,58.72,16.62,0.16,0.33999999999999997,0.33999999999999997,-0.2517006802721088
0.0,397.83,4.94,27.47,0.0,10.23,3.49,9.54,10.26,0.88,203.52,12.23,0.86,2.43,0.08,10.23,10.66,18.22,0.35,0.03,0.0,27.47,0.48,91.7,0.0,,0.7000000000000001,0.7000000000000001,-0.4202898550724637
0.0,445.49,4.49,101.16,0.0,7.39,9.15,5.13,6.71,0.53,76.22,5.44,1.96,1.54,0.17,7.39,5.67,135.74,-0.19,0.15,0.0,101.16,1.26,74.74,0.0,0.16,1.28,1.28,2.5151515151515147
0.0,501.9,3.43,66.08,0.0,33.74,8.43,20.43,9.17,1.03,70.49,12.84,0.87,2.14,0.26,33.74,23.44,89.32,0.89,0.11,0.0,66.08,0.39,103.87,0.0,,1.28,1.28,-0.4587628865979381
2.35,273.6,2.95,247.5,1.49,3.94,3.78,3.56,7.02,2.2,216.06,7.37,1.27,4.57,0.19,3.94,4.3,143.74,-0.63,0.08,273.6,247.5,1.43,8.09,5.37,0.52,3.38,3.38,0.2136363636363635
,943.87,2.02,39.13,0.0,2.9,1.34,3.55,3.73,1.17,57.0,5.0,1.1,1.15,0.1,2.9,3.63,120.9,0.09,0.01,0.0,39.13,1.85,118.31,0.0,0.12,3.9700000000000006,3.9700000000000006,-0.3011494252873563
1.22,49.37,0.96,168.82,0.04,1.83,1.31,1.73,3.59,0.81,102.41,6.33,0.95,0.62,0.17,1.83,1.81,114.57,-0.2,0.11,49.37,168.82,0.09,72.46,16.85,0.09,0.44999999999999996,0.44999999999999996,0.05442176870748304
1.27,283.37,0.83,156.84,1.84,2.3,0.93,2.06,3.31,0.6,154.18,4.42,1.0,0.57,0.03,2.3,2.26,214.5,-0.09,0.02,283.37,156.84,1.95,76.65,2.98,0.01,0.8200000000000001,0.8200000000000001,0.06122448979591842
1.36,205.95,0.87,232.88,0.35,3.94,0.87,3.26,6.04,0.39,293.3,7.39,0.21,1.38,0.12,3.94,3.83,49.73,0.19,0.06,205.95,232.88,0.31,14.09,8.85,0.11,1.4700000000000002,1.4700000000000002,0.14814814814814814
,346.75,13.23,126.57,0.0,16.49,17.09,10.94,8.34,0.33,94.53,7.8,1.66,2.78,0.33,16.49,10.21,49.91,0.72,0.27,0.0,126.57,2.39,14.78,0.0,0.51,0.81,0.81,0.9199999999999999
1.39,296.12,1.28,227.59,1.74,2.3,1.96,2.2,7.28,0.05,199.13,10.01,0.74,1.12,0.08,10.23,2.38,115.58,0.03,0.03,296.12,224.33,1.72,29.37,3.73,,,,-0.04545454545454549
1.66,189.84,1.17,243.94,0.72,3.68,1.37,3.46,4.89,0.92,224.2,5.99,0.73,1.38,0.18,3.68,4.14,19.12,0.42,0.04,189.84,243.94,0.65,61.56,8.46,0.04,1.13,1.13,-0.040000000000000036
5.84,304.67,1.31,71.81,0.7,3.28,1.76,3.72,6.06,0.78,342.3,7.11,0.4,1.37,0.53,3.28,4.56,132.48,0.29,0.08,304.67,71.81,0.66,25.06,3.85,0.02,3.6799999999999997,3.6799999999999997,-0.3550724637681159
0.56,40.98,1.1,171.63,0.29,0.0,1.16,0.0,1.65,0.08,268.82,7.23,0.59,1.57,0.21,0.76,0.0,10000.0,-0.38,0.03,40.98,171.63,0.27,0.0,8.79,0.07,0.6499999999999999,0.6499999999999999,-0.08333333333333323
0.66,76.59,1.08,282.92,0.24,0.0,1.22,0.0,1.64,0.43,327.45,8.59,0.28,1.97,0.19,0.76,0.0,10000.0,0.09,0.03,76.59,282.92,0.2,0.0,8.02,0.08,0.29000000000000004,0.29000000000000004,-0.6142857142857142
0.67,242.4,5.0,400.93,0.07,0.0,3.92,0.0,1.44,0.93,293.63,5.8,0.23,0.83,0.0,0.76,0.0,10000.0,-0.22,0.14,242.4,146.74,0.09,0.0,4.12,0.02,-0.019999999999999962,0.019999999999999962,1.1578947368421053
,145.15,2.61,0.0,1.07,1.06,2.55,1.8,1.91,0.33,378.82,8.14,0.0,4.09,0.06,1.06,1.89,10000.0,0.24,0.04,145.15,1064.36,1.06,34.97,11.74,0.23,0.16999999999999998,0.16999999999999998,-0.5972222222222222
0.92,273.56,1.35,204.59,0.23,0.0,1.16,0.0,1.93,0.13,486.7,5.8,0.1,0.95,0.22,0.76,0.0,10000.0,-0.33,0.01,273.56,204.59,0.18,0.0,2.47,0.07,,,-0.9574468085106382
1.47,749.03,0.72,67.71,0.8,0.0,1.29,0.0,2.1,1.1,290.37,7.23,1.0,0.02,0.03,0.76,0.0,10000.0,-0.01,0.05,500.0,67.71,1.2,0.0,0.0,0.23,0.42,0.42,1.1458333333333335
,191.27,1.49,0.0,0.34,2.38,1.86,2.23,2.63,0.62,305.26,8.58,0.0,0.32,0.1,2.38,2.63,10000.0,-0.05,0.05,191.27,965.39,0.3,77.81,4.59,0.12,0.52,0.52,-0.3
,77.34,2.23,0.0,1.08,2.38,2.47,2.73,2.91,0.05,334.22,5.81,0.0,2.01,0.04,2.38,2.87,10000.0,0.12,0.06,77.34,1008.45,1.06,55.29,11.81,0.1,,,-0.825
,79.46,1.75,0.0,0.69,2.38,1.98,2.53,2.76,0.36,310.34,4.17,0.0,1.26,0.05,2.38,2.74,10000.0,0.3,0.05,79.46,962.21,0.69,69.22,9.95,0.07,,,-0.5272727272727273
,55.65,2.42,0.0,0.8,2.38,2.47,2.73,2.89,0.28,328.15,6.57,0.0,1.84,0.03,2.38,2.86,10000.0,0.17,0.06,55.65,967.78,0.79,64.81,11.45,0.06,,,-0.5777777777777778
0.0,784.98,1.39,0.0,0.0,0.0,2.18,0.0,2.3,0.26,279.7,6.08,0.0,0.61,,0.76,0.0,10000.0,-0.19,,0.0,474.24,0.12,0.0,0.0,0.1,,,
,1049.13,4.54,0.0,0.0,0.0,3.83,0.0,1.47,1.19,206.0,5.52,0.0,5.25,,0.76,0.0,10000.0,0.52,,0.0,666.61,1.54,0.0,0.0,0.58,0.0,0.0,
0.0,747.91,3.11,0.0,0.0,0.0,2.89,0.0,1.11,1.43,453.78,7.73,0.0,2.68,,0.76,0.0,10000.0,0.07,,0.0,363.74,1.85,0.0,0.0,0.4,0.0,0.0,
,97.54,2.9,0.0,0.36,4.93,2.98,2.67,2.88,0.43,382.63,6.54,0.0,1.67,0.04,4.93,2.78,10000.0,-0.01,0.02,97.54,749.21,0.35,63.04,12.6,0.12,0.53,0.53,-0.20212765957446804
,156.56,2.73,0.0,0.33,1.51,2.62,1.63,1.71,0.21,300.29,5.8,0.0,4.41,0.07,1.51,1.7,10000.0,0.03,0.05,156.56,1017.68,0.32,51.27,6.18,,0.23,0.23,-0.525
,41.26,2.93,0.0,0.27,1.06,2.75,2.43,2.63,0.6,381.25,8.32,0.0,4.83,0.08,1.06,2.55,10000.0,0.72,0.03,41.26,845.5,0.28,62.98,15.12,0.5,0.4000000000000001,0.4000000000000001,-0.18333333333333332
,46.52,2.89,0.0,0.27,1.06,2.75,2.38,2.57,0.5,382.8,8.33,0.0,3.53,0.09,1.06,2.5,10000.0,0.38,0.03,46.52,861.92,0.26,61.92,15.22,0.24,0.39,0.39,-0.36666666666666664
,248.14,3.25,0.0,0.67,4.93,3.16,2.73,2.98,0.26,262.44,7.91,0.0,4.39,0.02,4.93,2.8,10000.0,-0.02,0.03,248.14,596.49,0.64,44.72,6.35,0.2,0.44,0.44,-0.36000000000000004
,317.86,4.12,0.0,0.92,4.93,3.73,2.67,2.92,0.24,353.29,7.27,0.0,4.97,0.06,4.93,2.71,10000.0,0.12,0.07,317.86,597.22,0.86,36.26,2.27,0.19,,,-0.75
0.95,175.35,0.68,195.26,0.2,0.0,0.72,0.0,1.93,0.78,363.94,6.1,0.72,0.39,0.03,0.76,0.0,10000.0,0.1,0.01,175.35,195.26,0.23,0.0,5.82,0.04,0.41,0.41,0.618181818181818
1.64,248.68,3.47,165.21,0.87,0.0,3.77,0.0,2.88,1.3,409.56,6.87,1.41,1.09,0.0,0.76,0.0,10000.0,0.01,0.01,248.68,165.21,0.7,0.0,2.17,0.01,0.9699999999999999,0.9699999999999999,0.17796610169491522
1.58,1138.25,2.91,500.0,0.82,0.0,3.89,0.0,3.28,1.22,202.81,7.07,0.1,0.59,,0.76,0.0,10000.0,0.1,,500.0,1038.88,0.26,0.0,0.0,0.12,,,
0.98,270.36,0.96,136.66,0.15,0.0,0.88,0.0,1.79,0.44,367.23,6.54,0.46,0.68,0.02,0.76,0.0,10000.0,0.01,0.01,270.36,136.66,0.28,0.0,3.57,0.03,0.41,0.41,0.49999999999999983
1.83,1072.17,2.22,500.0,2.53,0.0,2.13,0.0,2.39,0.28,310.58,7.81,2.44,2.98,,0.76,0.0,10000.0,0.7,,500.0,512.83,0.44,0.0,0.0,0.04,,,
0.0,326.63,4.0,0.0,0.0,0.0,3.66,0.0,3.52,0.47,303.86,5.0,0.0,4.58,,6.11,0.0,10000.0,-0.41,,0.0,326.63,1.02,0.0,0.0,0.09,0.0,0.0,
,65.62,2.08,0.0,0.3,3.13,2.63,3.05,3.22,0.6,270.22,7.18,0.0,0.08,0.05,3.13,3.17,10000.0,0.01,0.02,65.62,726.24,0.3,54.8,18.73,0.16,0.52,0.52,-0.02857142857142844
1.38,122.45,3.59,401.22,1.69,0.0,3.34,0.0,2.98,0.73,139.95,4.73,0.3,1.39,0.03,0.76,0.0,10000.0,0.33,0.04,122.45,401.22,1.62,0.0,3.37,0.01,0.18999999999999995,0.18999999999999995,
,174.16,2.78,0.0,0.49,0.92,2.89,2.04,1.81,0.08,396.9,5.2,0.0,2.11,0.04,0.92,1.79,10000.0,0.3,0.04,174.16,745.04,0.46,55.13,4.03,0.07,,,-0.611111111111111
,190.56,2.56,0.0,0.75,0.92,2.89,2.07,1.84,0.35,381.26,6.73,0.0,2.99,0.06,0.92,1.8,10000.0,0.22,0.04,190.56,741.18,0.75,51.96,3.21,0.21,,,-0.3
,536.32,3.63,0.0,1.06,1.85,4.04,2.49,2.97,0.4,310.07,9.81,0.0,3.4,0.1,1.85,2.47,10000.0,-0.09,0.75,500.0,740.54,0.98,2.42,0.0,0.15,,,-0.1935483870967742
,474.33,3.34,0.0,1.09,1.85,3.23,2.45,2.81,0.46,345.52,6.19,0.0,2.87,0.34,1.85,2.42,10000.0,0.22,0.65,474.33,762.31,1.03,8.22,0.0,0.13,,,
1.03,315.12,0.8,87.94,0.11,0.0,0.8,0.0,1.79,0.13,387.54,5.59,0.21,0.63,0.07,0.76,0.0,10000.0,0.23,0.03,315.12,87.94,0.24,0.0,3.46,0.06,,,-0.5208333333333333
0.83,305.95,0.44,238.66,0.13,0.0,0.54,0.0,1.72,0.23,270.88,4.78,0.4,0.33,0.1,0.76,0.0,10000.0,0.02,0.01,305.95,238.66,0.28,0.0,2.58,0.03,,,-0.23529411764705882
0.86,191.86,0.48,131.71,0.06,0.0,0.73,0.0,1.9,0.58,346.87,6.55,0.58,0.11,0.07,0.76,0.0,10000.0,-0.02,0.01,191.86,131.71,0.16,0.0,5.29,0.06,,,0.08620689655172423
0.86,188.82,0.98,217.21,0.05,0.0,0.72,0.0,1.8,0.43,372.13,7.0,0.5,0.05,0.04,0.76,0.0,10000.0,0.0,0.01,188.82,217.21,0.05,0.0,5.25,0.06,,,0.0
1.18,384.59,0.21,274.97,0.2,0.0,0.5,0.0,2.09,0.9,211.6,5.98,0.89,0.08,0.06,0.76,0.0,10000.0,0.0,0.01,384.59,274.97,0.4,0.0,1.12,0.08,,,0.06250000000000006
,1081.95,4.12,0.0,0.0,0.0,3.38,0.0,1.46,1.48,234.19,7.49,0.0,3.05,,0.76,0.0,10000.0,-0.2,,0.0,686.53,1.84,0.0,0.0,0.65,0.0,0.0,
0.76,200.49,2.05,210.0,0.33,2.18,1.9,2.81,3.42,0.28,75.35,9.69,0.28,3.51,0.0,2.18,3.43,10000.0,0.71,1.34,200.49,210.0,0.32,0.0,2.71,0.24,0.6900000000000001,0.6900000000000001,-0.2580645161290322
0.7,135.84,2.63,52.66,0.28,2.18,2.99,2.66,3.2,0.28,309.08,8.15,0.28,2.68,0.12,2.18,3.2,10000.0,-0.05,0.07,135.84,52.66,0.28,1.67,3.28,0.27,0.6500000000000001,0.6500000000000001,0.014705882352941025
0.51,62.67,4.71,114.15,0.51,0.0,4.22,0.0,1.63,0.05,210.57,6.19,0.48,0.28,0.0,0.76,0.0,10000.0,-0.19,0.05,174.34,114.15,0.06,0.0,6.71,0.03,,,-0.2444444444444444
0.58,94.66,3.85,214.38,0.19,0.0,4.84,0.0,1.56,0.34,191.27,6.22,0.59,1.13,0.0,0.76,0.0,10000.0,0.06,0.06,154.61,214.38,0.16,0.0,6.26,0.01,0.8800000000000001,0.8800000000000001,0.7192982456140352
0.57,73.04,4.41,186.4,0.49,0.0,3.36,0.0,1.61,0.41,179.12,4.71,0.31,0.92,0.21,0.76,0.0,10000.0,-0.29,0.03,73.04,186.4,0.4,0.0,8.0,0.05,0.64,0.64,-0.20000000000000007
0.62,60.5,3.35,250.15,0.08,0.0,2.19,0.0,1.59,0.15,220.39,5.0,0.68,0.45,0.2,0.76,0.0,10000.0,-0.02,0.04,60.5,250.15,0.12,0.0,7.76,0.03,0.4099999999999999,0.4099999999999999,0.10000000000000009
0.65,65.9,1.34,278.89,0.2,0.0,2.19,0.0,1.61,0.49,281.96,6.05,0.3,1.83,0.19,0.76,0.0,10000.0,0.13,0.04,65.9,278.89,0.2,0.0,7.75,0.06,0.34,0.34,-0.4558823529411765
0.63,42.0,0.91,252.96,0.14,0.0,2.19,0.0,1.64,0.03,316.28,6.82,0.72,0.56,0.19,0.76,0.0,10000.0,0.17,0.03,42.0,252.96,0.14,0.0,8.37,0.03,0.42000000000000004,0.42000000000000004,-0.1333333333333333
0.62,37.13,1.41,245.6,0.05,0.0,2.19,0.0,1.62,0.21,233.75,6.46,0.57,0.64,0.19,0.76,0.0,10000.0,0.1,0.04,37.13,245.6,0.05,0.0,8.15,0.01,0.4099999999999999,0.4099999999999999,-0.12499999999999993
0.41,281.69,0.85,19.77,0.03,7.6,1.76,6.35,3.61,0.07,338.68,7.62,0.07,0.71,0.02,7.6,7.61,10000.0,0.13,0.05,281.69,19.77,0.37,0.0,1.78,0.06,0.32999999999999996,0.32999999999999996,0.17021276595744697
0.64,118.69,3.54,287.07,0.49,0.0,3.45,0.0,1.54,0.96,222.08,5.8,0.51,5.91,0.23,0.76,0.0,10000.0,-2.86,0.05,118.69,271.51,0.42,0.0,6.7,0.13,0.33999999999999997,0.33999999999999997,0.10526315789473695
,1403.21,0.46,0.0,0.0,0.0,0.42,0.0,3.78,1.51,286.22,7.43,0.0,0.37,,7.6,0.0,10000.0,-0.03,,0.0,1053.78,1.95,0.0,0.0,0.03,0.0,0.0,
,143.46,2.14,0.0,0.56,1.06,2.55,1.5,1.39,0.28,356.02,7.21,0.0,1.27,0.04,1.06,1.38,10000.0,-0.13,0.04,143.46,1031.14,0.53,40.19,12.64,0.16,0.26,0.26,-0.5256410256410257
,176.38,2.74,0.0,1.01,1.06,2.55,1.82,1.87,0.21,379.18,6.03,0.0,2.7,0.07,1.06,1.84,10000.0,0.16,0.04,176.38,1060.01,0.99,37.7,10.42,0.1,,,-0.9836065573770492
0.72,122.4,0.81,259.9,0.24,0.0,0.73,0.0,1.89,0.1,435.38,5.87,0.41,0.84,0.24,0.76,0.0,10000.0,-0.03,0.02,122.4,259.9,0.22,0.0,5.78,0.07,,,-0.375
1.67,721.65,2.76,294.86,1.69,0.0,2.63,0.0,3.04,0.97,80.72,8.28,1.26,1.06,0.04,0.76,0.0,10000.0,0.46,0.25,500.0,294.86,0.98,0.0,0.0,0.13,1.0,1.0,1.648148148148148
1.57,1088.06,3.67,500.0,1.25,0.0,4.18,0.0,3.26,0.77,180.86,7.0,0.35,3.9,,0.76,0.0,10000.0,1.25,,500.0,972.83,0.64,0.0,0.0,0.23,,,
1.57,1049.76,2.99,500.0,1.45,0.0,3.93,0.0,3.25,0.52,157.26,5.86,0.52,1.18,,0.76,0.0,10000.0,-0.2,,500.0,947.31,0.84,0.0,0.0,0.1,,,
